ts_iso,t_rel_s,board,valid,dist_m,raw_hex,dt_s,fps
2025-10-31 10:45:08,0.0000,0,1,219.300,fb 03 00 04 01 00 91 08 9c,,
2025-10-31 10:45:08,0.3866,0,1,221.300,fb 03 00 04 01 00 a5 08 b0,0.3866,2.587
2025-10-31 10:45:08,0.7811,0,1,219.800,fb 03 00 04 01 00 96 08 a1,0.3945,2.535
2025-10-31 10:45:09,1.1956,0,1,219.800,fb 03 00 04 01 00 96 08 a1,0.4145,2.412
2025-10-31 10:45:09,1.5787,0,1,221.900,fb 03 00 04 01 00 ab 08 b6,0.3831,2.610
2025-10-31 10:45:10,1.9710,0,1,220.700,fb 03 00 04 01 00 9f 08 aa,0.3923,2.549
2025-10-31 10:45:10,2.3513,0,1,222.400,fb 03 00 04 01 00 b0 08 bb,0.3803,2.630
2025-10-31 10:45:10,2.7386,0,1,221.100,fb 03 00 04 01 00 a3 08 ae,0.3873,2.582
2025-10-31 10:45:11,3.1194,0,1,219.300,fb 03 00 04 01 00 91 08 9c,0.3808,2.626
2025-10-31 10:45:11,3.5247,0,1,217.800,fb 03 00 04 01 00 82 08 8d,0.4053,2.467
2025-10-31 10:45:12,3.9177,0,1,220.000,fb 03 00 04 01 00 98 08 a3,0.3930,2.545
2025-10-31 10:45:12,4.3188,0,1,217.500,fb 03 00 04 01 00 7f 08 8a,0.4011,2.493
2025-10-31 10:45:12,4.7056,0,1,222.700,fb 03 00 04 01 00 b3 08 be,0.3868,2.585
2025-10-31 10:45:13,5.1221,0,1,220.500,fb 03 00 04 01 00 9d 08 a8,0.4166,2.401
2025-10-31 10:45:13,5.5048,0,1,216.600,fb 03 00 04 01 00 76 08 81,0.3827,2.613
2025-10-31 10:45:14,5.9213,0,1,218.500,fb 03 00 04 01 00 89 08 94,0.4165,2.401
2025-10-31 10:45:14,6.3409,0,1,218.600,fb 03 00 04 01 00 8a 08 95,0.4196,2.383
2025-10-31 10:45:14,6.7274,0,1,220.200,fb 03 00 04 01 00 9a 08 a5,0.3865,2.587
2025-10-31 10:45:15,7.1333,0,1,220.100,fb 03 00 04 01 00 99 08 a4,0.4060,2.463
2025-10-31 10:45:15,7.5315,0,1,219.400,fb 03 00 04 01 00 92 08 9d,0.3982,2.511
2025-10-31 10:45:16,7.9355,0,1,221.600,fb 03 00 04 01 00 a8 08 b3,0.4040,2.475
2025-10-31 10:45:16,8.3471,0,1,219.900,fb 03 00 04 01 00 97 08 a2,0.4116,2.430
2025-10-31 10:45:16,8.7594,0,1,217.000,fb 03 00 04 01 00 7a 08 85,0.4123,2.425
2025-10-31 10:45:17,9.1723,0,1,220.200,fb 03 00 04 01 00 9a 08 a5,0.4128,2.422
2025-10-31 10:45:17,9.5645,0,1,218.400,fb 03 00 04 01 00 88 08 93,0.3922,2.550
2025-10-31 10:45:18,9.9794,0,1,218.900,fb 03 00 04 01 00 8d 08 98,0.4149,2.410
2025-10-31 10:45:18,10.3683,0,1,220.700,fb 03 00 04 01 00 9f 08 aa,0.3889,2.571
2025-10-31 10:45:18,10.7718,0,1,220.600,fb 03 00 04 01 00 9e 08 a9,0.4035,2.478
2025-10-31 10:45:19,11.1610,0,1,221.500,fb 03 00 04 01 00 a7 08 b2,0.3892,2.570
2025-10-31 10:45:19,11.5567,0,1,218.800,fb 03 00 04 01 00 8c 08 97,0.3957,2.527
2025-10-31 10:45:20,11.9427,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.3860,2.591
2025-10-31 10:45:20,12.3278,0,1,219.400,fb 03 00 04 01 00 92 08 9d,0.3851,2.596
2025-10-31 10:45:20,12.7453,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.4175,2.395
2025-10-31 10:45:21,13.1473,0,1,220.800,fb 03 00 04 01 00 a0 08 ab,0.4020,2.488
2025-10-31 10:45:21,13.5385,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.3912,2.556
2025-10-31 10:45:22,13.9269,0,1,218.900,fb 03 00 04 01 00 8d 08 98,0.3884,2.575
2025-10-31 10:45:22,14.3246,0,1,219.100,fb 03 00 04 01 00 8f 08 9a,0.3976,2.515
2025-10-31 10:45:22,14.7049,0,1,221.500,fb 03 00 04 01 00 a7 08 b2,0.3804,2.629
2025-10-31 10:45:23,15.1222,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.4172,2.397
2025-10-31 10:45:23,15.5072,0,1,218.500,fb 03 00 04 01 00 89 08 94,0.3850,2.597
2025-10-31 10:45:24,15.8928,0,1,219.800,fb 03 00 04 01 00 96 08 a1,0.3856,2.593
2025-10-31 10:45:24,16.3051,0,1,219.300,fb 03 00 04 01 00 91 08 9c,0.4122,2.426
2025-10-31 10:45:24,16.6855,0,1,219.500,fb 03 00 04 01 00 93 08 9e,0.3805,2.628
2025-10-31 10:45:25,17.0685,0,1,217.200,fb 03 00 04 01 00 7c 08 87,0.3830,2.611
2025-10-31 10:45:25,17.4553,0,1,219.800,fb 03 00 04 01 00 96 08 a1,0.3868,2.585
2025-10-31 10:45:25,17.8378,0,1,219.400,fb 03 00 04 01 00 92 08 9d,0.3825,2.615
2025-10-31 10:45:26,18.2527,0,1,222.700,fb 03 00 04 01 00 b3 08 be,0.4150,2.410
2025-10-31 10:45:26,18.6457,0,1,218.900,fb 03 00 04 01 00 8d 08 98,0.3930,2.545
2025-10-31 10:45:27,19.0527,0,1,220.500,fb 03 00 04 01 00 9d 08 a8,0.4070,2.457
2025-10-31 10:45:27,19.4364,0,1,219.000,fb 03 00 04 01 00 8e 08 99,0.3838,2.606
