ts_iso,t_rel_s,board,valid,dist_m,raw_hex,dt_s,fps
2025-10-31 13:00:15,109.6830,0,1,85.700,fb 03 00 04 01 00 59 03 5f,0.8504,1.176
2025-10-31 13:00:15,110.5624,0,1,86.600,fb 03 00 04 01 00 62 03 68,0.8794,1.137
2025-10-31 13:00:16,111.2976,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.7353,1.360
2025-10-31 13:00:17,112.0953,0,1,85.000,fb 03 00 04 01 00 52 03 58,0.7977,1.254
2025-10-31 13:00:18,112.8670,0,1,351.600,fb 03 00 04 01 00 bc 0d cc,0.7717,1.296
2025-10-31 13:00:19,113.6590,0,1,352.100,fb 03 00 04 01 00 c1 0d d1,0.7920,1.263
2025-10-31 13:00:19,114.3785,0,1,344.800,fb 03 00 04 01 00 78 0d 88,0.7195,1.390
2025-10-31 13:00:20,115.2667,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.8882,1.126
2025-10-31 13:00:21,115.9903,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.7236,1.382
2025-10-31 13:00:22,116.8942,0,1,128.300,fb 03 00 04 01 00 03 05 0b,0.9039,1.106
2025-10-31 13:00:23,117.7545,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.8603,1.162
2025-10-31 13:00:24,118.6226,0,1,130.200,fb 03 00 04 01 00 16 05 1e,0.8681,1.152
2025-10-31 13:00:24,119.3003,0,1,129.000,fb 03 00 04 01 00 0a 05 12,0.6777,1.476
2025-10-31 13:00:25,120.1032,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.8029,1.246
2025-10-31 13:00:26,120.9332,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.8300,1.205
2025-10-31 13:00:27,121.6463,0,1,130.600,fb 03 00 04 01 00 1a 05 22,0.7131,1.402
2025-10-31 13:00:27,122.3143,0,1,128.000,fb 03 00 04 01 00 00 05 08,0.6680,1.497
2025-10-31 13:00:28,123.2042,0,1,358.500,fb 03 00 04 01 00 01 0e 12,0.8899,1.124
2025-10-31 13:00:29,123.9709,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.7667,1.304
2025-10-31 13:00:30,124.6542,0,1,348.200,fb 03 00 04 01 00 9a 0d aa,0.6833,1.463
2025-10-31 13:00:30,125.3524,0,1,347.000,fb 03 00 04 01 00 8e 0d 9e,0.6982,1.432
2025-10-31 13:00:31,126.0698,0,1,351.600,fb 03 00 04 01 00 bc 0d cc,0.7173,1.394
2025-10-31 13:00:32,126.7630,0,1,347.600,fb 03 00 04 01 00 94 0d a4,0.6932,1.443
2025-10-31 13:00:33,127.6545,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.8915,1.122
2025-10-31 13:00:33,128.3414,0,1,351.700,fb 03 00 04 01 00 bd 0d cd,0.6869,1.456
2025-10-31 13:00:34,129.1450,0,1,352.800,fb 03 00 04 01 00 c8 0d d8,0.8036,1.244
2025-10-31 13:00:35,129.8801,0,1,347.900,fb 03 00 04 01 00 97 0d a7,0.7351,1.360
2025-10-31 13:00:35,130.5807,0,1,348.300,fb 03 00 04 01 00 9b 0d ab,0.7006,1.427
2025-10-31 13:00:36,131.2769,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.6962,1.436
2025-10-31 13:00:37,131.9787,0,1,347.400,fb 03 00 04 01 00 92 0d a2,0.7018,1.425
2025-10-31 13:00:38,132.8509,0,1,352.700,fb 03 00 04 01 00 c7 0d d7,0.8722,1.147
2025-10-31 13:00:39,133.7351,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.8842,1.131
2025-10-31 13:00:39,134.5424,0,1,347.600,fb 03 00 04 01 00 94 0d a4,0.8073,1.239
2025-10-31 13:00:40,135.3424,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.7999,1.250
2025-10-31 13:00:41,136.0545,0,1,344.000,fb 03 00 04 01 00 70 0d 80,0.7121,1.404
2025-10-31 13:00:42,136.8146,0,1,344.700,fb 03 00 04 01 00 77 0d 87,0.7602,1.315
2025-10-31 13:00:43,137.5955,0,1,348.800,fb 03 00 04 01 00 a0 0d b0,0.7808,1.281
2025-10-31 13:00:43,138.3003,0,1,351.900,fb 03 00 04 01 00 bf 0d cf,0.7048,1.419
