ts_iso,t_rel_s,board,valid,dist_m,raw_hex,dt_s,fps
2025-10-31 10:39:12,5.1049,0,1,160.000,fb 03 00 04 01 00 40 06 49,0.1038,9.634
2025-10-31 10:39:13,5.2096,0,1,160.200,fb 03 00 04 01 00 42 06 4b,0.1047,9.554
2025-10-31 10:39:13,5.3058,0,1,160.800,fb 03 00 04 01 00 48 06 51,0.0962,10.394
2025-10-31 10:39:13,5.4058,0,1,159.800,fb 03 00 04 01 00 3e 06 47,0.1000,10.001
2025-10-31 10:39:13,5.5025,0,1,159.400,fb 03 00 04 01 00 3a 06 43,0.0966,10.348
2025-10-31 10:39:13,5.6090,0,1,160.000,fb 03 00 04 01 00 40 06 49,0.1066,9.384
2025-10-31 10:39:13,5.7164,0,1,159.800,fb 03 00 04 01 00 3e 06 47,0.1074,9.313
2025-10-31 10:39:13,5.8186,0,1,159.800,fb 03 00 04 01 00 3e 06 47,0.1022,9.783
2025-10-31 10:39:13,5.9233,0,1,160.600,fb 03 00 04 01 00 46 06 4f,0.1047,9.553
2025-10-31 10:39:13,6.0187,0,1,160.000,fb 03 00 04 01 00 40 06 49,0.0954,10.481
2025-10-31 10:39:13,6.1171,0,1,160.300,fb 03 00 04 01 00 43 06 4c,0.0984,10.160
2025-10-31 10:39:14,6.2184,0,1,159.600,fb 03 00 04 01 00 3c 06 45,0.1013,9.875
2025-10-31 10:39:14,6.3276,0,1,160.000,fb 03 00 04 01 00 40 06 49,0.1092,9.154
2025-10-31 10:39:14,6.4371,0,1,160.700,fb 03 00 04 01 00 47 06 50,0.1095,9.132
2025-10-31 10:39:14,6.5406,0,1,160.800,fb 03 00 04 01 00 48 06 51,0.1034,9.668
2025-10-31 10:39:14,6.6380,0,1,159.400,fb 03 00 04 01 00 3a 06 43,0.0974,10.263
2025-10-31 10:39:14,6.7477,0,1,160.400,fb 03 00 04 01 00 44 06 4d,0.1097,9.119
2025-10-31 10:39:14,6.8456,0,0,0.000,fb 03 00 04 00 00 00 00 02,0.0980,10.209
2025-10-31 10:39:14,6.9425,0,1,161.000,fb 03 00 04 01 00 4a 06 53,0.0969,10.321
2025-10-31 10:39:14,7.0491,0,1,159.700,fb 03 00 04 01 00 3d 06 46,0.1066,9.378
2025-10-31 10:39:14,7.1550,0,1,159.900,fb 03 00 04 01 00 3f 06 48,0.1059,9.446
2025-10-31 10:39:15,7.2510,0,1,160.100,fb 03 00 04 01 00 41 06 4a,0.0960,10.418
2025-10-31 10:39:15,7.3591,0,1,159.300,fb 03 00 04 01 00 39 06 42,0.1081,9.248
2025-10-31 10:39:15,7.4622,0,1,160.000,fb 03 00 04 01 00 40 06 49,0.1031,9.701
2025-10-31 10:39:15,7.5639,0,1,160.100,fb 03 00 04 01 00 41 06 4a,0.1017,9.830
2025-10-31 10:39:15,7.6616,0,1,159.600,fb 03 00 04 01 00 3c 06 45,0.0977,10.237
2025-10-31 10:39:15,7.7605,0,1,159.600,fb 03 00 04 01 00 3c 06 45,0.0989,10.116
2025-10-31 10:39:15,7.8592,0,1,159.700,fb 03 00 04 01 00 3d 06 46,0.0988,10.126
2025-10-31 10:39:15,7.9614,0,1,159.800,fb 03 00 04 01 00 3e 06 47,0.1022,9.787
2025-10-31 10:39:15,8.0652,0,1,161.100,fb 03 00 04 01 00 4b 06 54,0.1038,9.637
2025-10-31 10:39:15,8.1671,0,1,159.900,fb 03 00 04 01 00 3f 06 48,0.1019,9.816
